month,measure,state,sector,value
3/1/2001,million kilowatthours,New Hampshire,other,11
3/1/2001,million kilowatthours,Rhode Island,residential,241
3/1/2001,million kilowatthours,Rhode Island,commercial,268
3/1/2001,million kilowatthours,Rhode Island,industrial,122
3/1/2001,million kilowatthours,Rhode Island,transportation,NA
3/1/2001,million kilowatthours,Rhode Island,other,5
3/1/2001,million kilowatthours,Vermont,residential,180
3/1/2001,million kilowatthours,Vermont,commercial,158
3/1/2001,million kilowatthours,Vermont,industrial,133
3/1/2001,million kilowatthours,Vermont,transportation,NA
3/1/2001,million kilowatthours,Vermont,other,4
3/1/2001,million kilowatthours,New Jersey,residential,1968
3/1/2001,million kilowatthours,New Jersey,commercial,2782
3/1/2001,million kilowatthours,New Jersey,industrial,1043
3/1/2001,million kilowatthours,New Jersey,transportation,NA
3/1/2001,million kilowatthours,New Jersey,other,47
3/1/2001,million kilowatthours,New York,residential,3683
3/1/2001,million kilowatthours,New York,commercial,4849
3/1/2001,million kilowatthours,New York,industrial,2129
3/1/2001,million kilowatthours,New York,transportation,NA
3/1/2001,million kilowatthours,New York,other,1129
3/1/2001,million kilowatthours,Pennsylvania,residential,4125
3/1/2001,million kilowatthours,Pennsylvania,commercial,3267
3/1/2001,million kilowatthours,Pennsylvania,industrial,3972
3/1/2001,million kilowatthours,Pennsylvania,transportation,NA
3/1/2001,million kilowatthours,Pennsylvania,other,128
3/1/2001,million kilowatthours,Illinois,residential,3227
3/1/2001,million kilowatthours,Illinois,commercial,3352
3/1/2001,million kilowatthours,Illinois,industrial,3300
3/1/2001,million kilowatthours,Illinois,transportation,NA
3/1/2001,million kilowatthours,Illinois,other,830
3/1/2001,million kilowatthours,Indiana,residential,2408
3/1/2001,million kilowatthours,Indiana,commercial,1932
3/1/2001,million kilowatthours,Indiana,industrial,3469
3/1/2001,million kilowatthours,Indiana,transportation,NA
3/1/2001,million kilowatthours,Indiana,other,39
3/1/2001,million kilowatthours,Michigan,residential,2657
3/1/2001,million kilowatthours,Michigan,commercial,2834
3/1/2001,million kilowatthours,Michigan,industrial,2909
3/1/2001,million kilowatthours,Michigan,transportation,NA
3/1/2001,million kilowatthours,Michigan,other,69
3/1/2001,million kilowatthours,Ohio,residential,4034
3/1/2001,million kilowatthours,Ohio,commercial,3210
3/1/2001,million kilowatthours,Ohio,industrial,5901
3/1/2001,million kilowatthours,Ohio,transportation,NA
3/1/2001,million kilowatthours,Ohio,other,333
3/1/2001,million kilowatthours,Wisconsin,residential,1626
3/1/2001,million kilowatthours,Wisconsin,commercial,1566
3/1/2001,million kilowatthours,Wisconsin,industrial,2112
3/1/2001,million kilowatthours,Wisconsin,transportation,NA
3/1/2001,million kilowatthours,Wisconsin,other,61
3/1/2001,million kilowatthours,Iowa,residential,948
3/1/2001,million kilowatthours,Iowa,commercial,656
3/1/2001,million kilowatthours,Iowa,industrial,1264
3/1/2001,million kilowatthours,Iowa,transportation,NA
3/1/2001,million kilowatthours,Iowa,other,189
3/1/2001,million kilowatthours,Kansas,residential,850
3/1/2001,million kilowatthours,Kansas,commercial,943
3/1/2001,million kilowatthours,Kansas,industrial,850
3/1/2001,million kilowatthours,Kansas,transportation,NA
3/1/2001,million kilowatthours,Kansas,other,34
3/1/2001,million kilowatthours,Minnesota,residential,1477
3/1/2001,million kilowatthours,Minnesota,commercial,1656
3/1/2001,million kilowatthours,Minnesota,industrial,1640
3/1/2001,million kilowatthours,Minnesota,transportation,NA
3/1/2001,million kilowatthours,Minnesota,other,57
3/1/2001,million kilowatthours,Missouri,residential,2313
3/1/2001,million kilowatthours,Missouri,commercial,1983
3/1/2001,million kilowatthours,Missouri,industrial,1258
3/1/2001,million kilowatthours,Missouri,transportation,NA
3/1/2001,million kilowatthours,Missouri,other,104
3/1/2001,million kilowatthours,Nebraska,residential,697
3/1/2001,million kilowatthours,Nebraska,commercial,538
3/1/2001,million kilowatthours,Nebraska,industrial,573
3/1/2001,million kilowatthours,Nebraska,transportation,NA
3/1/2001,million kilowatthours,Nebraska,other,95
3/1/2001,million kilowatthours,North Dakota,residential,326
3/1/2001,million kilowatthours,North Dakota,commercial,267
3/1/2001,million kilowatthours,North Dakota,industrial,212
3/1/2001,million kilowatthours,North Dakota,transportation,NA
3/1/2001,million kilowatthours,North Dakota,other,43
3/1/2001,million kilowatthours,South Dakota,residential,312
3/1/2001,million kilowatthours,South Dakota,commercial,240
3/1/2001,million kilowatthours,South Dakota,industrial,122
3/1/2001,million kilowatthours,South Dakota,transportation,NA
3/1/2001,million kilowatthours,South Dakota,other,38
3/1/2001,million kilowatthours,Delaware,residential,330
3/1/2001,million kilowatthours,Delaware,commercial,315
3/1/2001,million kilowatthours,Delaware,industrial,311
3/1/2001,million kilowatthours,Delaware,transportation,NA
3/1/2001,million kilowatthours,Delaware,other,10
3/1/2001,million kilowatthours,District Of Columbia,residential,136
3/1/2001,million kilowatthours,District Of Columbia,commercial,734
3/1/2001,million kilowatthours,District Of Columbia,industrial,24
3/1/2001,million kilowatthours,District Of Columbia,transportation,NA
3/1/2001,million kilowatthours,District Of Columbia,other,31
3/1/2001,million kilowatthours,Florida,residential,6794
3/1/2001,million kilowatthours,Florida,commercial,5465
3/1/2001,million kilowatthours,Florida,industrial,1702
3/1/2001,million kilowatthours,Florida,transportation,NA
3/1/2001,million kilowatthours,Florida,other,422
3/1/2001,million kilowatthours,Georgia,residential,3085
3/1/2001,million kilowatthours,Georgia,commercial,2762
3/1/2001,million kilowatthours,Georgia,industrial,2886
3/1/2001,million kilowatthours,Georgia,transportation,NA
3/1/2001,million kilowatthours,Georgia,other,129
3/1/2001,million kilowatthours,Maryland,residential,2119
3/1/2001,million kilowatthours,Maryland,commercial,2267
3/1/2001,million kilowatthours,Maryland,industrial,888
3/1/2001,million kilowatthours,Maryland,transportation,NA
3/1/2001,million kilowatthours,Maryland,other,93
3/1/2001,million kilowatthours,North Carolina,residential,3535
3/1/2001,million kilowatthours,North Carolina,commercial,2772
3/1/2001,million kilowatthours,North Carolina,industrial,2734
3/1/2001,million kilowatthours,North Carolina,transportation,NA
3/1/2001,million kilowatthours,North Carolina,other,154
3/1/2001,million kilowatthours,South Carolina,residential,1729
3/1/2001,million kilowatthours,South Carolina,commercial,1211
3/1/2001,million kilowatthours,South Carolina,industrial,2600
3/1/2001,million kilowatthours,South Carolina,transportation,NA
3/1/2001,million kilowatthours,South Carolina,other,78
3/1/2001,million kilowatthours,Virginia,residential,3260
3/1/2001,million kilowatthours,Virginia,commercial,2320
3/1/2001,million kilowatthours,Virginia,industrial,1640
3/1/2001,million kilowatthours,Virginia,transportation,NA
3/1/2001,million kilowatthours,Virginia,other,850
3/1/2001,million kilowatthours,West Virginia,residential,918
3/1/2001,million kilowatthours,West Virginia,commercial,560
3/1/2001,million kilowatthours,West Virginia,industrial,921
3/1/2001,million kilowatthours,West Virginia,transportation,NA
3/1/2001,million kilowatthours,West Virginia,other,7
3/1/2001,million kilowatthours,Alabama,residential,1919
3/1/2001,million kilowatthours,Alabama,commercial,1406
3/1/2001,million kilowatthours,Alabama,industrial,2511
3/1/2001,million kilowatthours,Alabama,transportation,NA
3/1/2001,million kilowatthours,Alabama,other,59
3/1/2001,million kilowatthours,Kentucky,residential,1915
3/1/2001,million kilowatthours,Kentucky,commercial,1122
3/1/2001,million kilowatthours,Kentucky,industrial,3557
3/1/2001,million kilowatthours,Kentucky,transportation,NA
3/1/2001,million kilowatthours,Kentucky,other,267
3/1/2001,million kilowatthours,Mississippi,residential,1081
3/1/2001,million kilowatthours,Mississippi,commercial,804
3/1/2001,million kilowatthours,Mississippi,industrial,1227
3/1/2001,million kilowatthours,Mississippi,transportation,NA
3/1/2001,million kilowatthours,Mississippi,other,61
3/1/2001,million kilowatthours,Tennessee,residential,2818
3/1/2001,million kilowatthours,Tennessee,commercial,1904
3/1/2001,million kilowatthours,Tennessee,industrial,2594
3/1/2001,million kilowatthours,Tennessee,transportation,NA
3/1/2001,million kilowatthours,Tennessee,other,88
3/1/2001,million kilowatthours,Arkansas,residential,1057
3/1/2001,million kilowatthours,Arkansas,commercial,639
3/1/2001,million kilowatthours,Arkansas,industrial,1283
3/1/2001,million kilowatthours,Arkansas,transportation,NA
3/1/2001,million kilowatthours,Arkansas,other,54
3/1/2001,million kilowatthours,Louisiana,residential,1571
3/1/2001,million kilowatthours,Louisiana,commercial,1256
3/1/2001,million kilowatthours,Louisiana,industrial,2379
3/1/2001,million kilowatthours,Louisiana,transportation,NA
3/1/2001,million kilowatthours,Louisiana,other,202
3/1/2001,million kilowatthours,Oklahoma,residential,1326
3/1/2001,million kilowatthours,Oklahoma,commercial,954
3/1/2001,million kilowatthours,Oklahoma,industrial,1008
3/1/2001,million kilowatthours,Oklahoma,transportation,NA
3/1/2001,million kilowatthours,Oklahoma,other,177
3/1/2001,million kilowatthours,Texas,residential,7293
3/1/2001,million kilowatthours,Texas,commercial,6120
3/1/2001,million kilowatthours,Texas,industrial,7947
3/1/2001,million kilowatthours,Texas,transportation,NA
3/1/2001,million kilowatthours,Texas,other,1064
3/1/2001,million kilowatthours,Arizona,residential,1690
3/1/2001,million kilowatthours,Arizona,commercial,1541
3/1/2001,million kilowatthours,Arizona,industrial,928
3/1/2001,million kilowatthours,Arizona,transportation,NA
3/1/2001,million kilowatthours,Arizona,other,203
3/1/2001,million kilowatthours,Colorado,residential,1160
3/1/2001,million kilowatthours,Colorado,commercial,1404
3/1/2001,million kilowatthours,Colorado,industrial,880
3/1/2001,million kilowatthours,Colorado,transportation,NA
3/1/2001,million kilowatthours,Colorado,other,76
3/1/2001,million kilowatthours,Idaho,residential,650
3/1/2001,million kilowatthours,Idaho,commercial,411
3/1/2001,million kilowatthours,Idaho,industrial,584
3/1/2001,million kilowatthours,Idaho,transportation,NA
3/1/2001,million kilowatthours,Idaho,other,29
3/1/2001,million kilowatthours,Montana,residential,358
3/1/2001,million kilowatthours,Montana,commercial,313
3/1/2001,million kilowatthours,Montana,industrial,296
3/1/2001,million kilowatthours,Montana,transportation,NA
3/1/2001,million kilowatthours,Montana,other,25
3/1/2001,million kilowatthours,Nevada,residential,573
3/1/2001,million kilowatthours,Nevada,commercial,481
3/1/2001,million kilowatthours,Nevada,industrial,859
3/1/2001,million kilowatthours,Nevada,transportation,NA
3/1/2001,million kilowatthours,Nevada,other,45
3/1/2001,million kilowatthours,New Mexico,residential,387
3/1/2001,million kilowatthours,New Mexico,commercial,500
3/1/2001,million kilowatthours,New Mexico,industrial,464
3/1/2001,million kilowatthours,New Mexico,transportation,NA
3/1/2001,million kilowatthours,New Mexico,other,119
3/1/2001,million kilowatthours,Utah,residential,502
3/1/2001,million kilowatthours,Utah,commercial,616
3/1/2001,million kilowatthours,Utah,industrial,642
3/1/2001,million kilowatthours,Utah,transportation,NA
3/1/2001,million kilowatthours,Utah,other,60
3/1/2001,million kilowatthours,Wyoming,residential,216
3/1/2001,million kilowatthours,Wyoming,commercial,242
3/1/2001,million kilowatthours,Wyoming,industrial,627
3/1/2001,million kilowatthours,Wyoming,transportation,NA
3/1/2001,million kilowatthours,Wyoming,other,16
3/1/2001,million kilowatthours,California,residential,6527
3/1/2001,million kilowatthours,California,commercial,8009
3/1/2001,million kilowatthours,California,industrial,5915
3/1/2001,million kilowatthours,California,transportation,NA
3/1/2001,million kilowatthours,California,other,901
3/1/2001,million kilowatthours,Oregon,residential,1781
3/1/2001,million kilowatthours,Oregon,commercial,1242
3/1/2001,million kilowatthours,Oregon,industrial,1198
3/1/2001,million kilowatthours,Oregon,transportation,NA
3/1/2001,million kilowatthours,Oregon,other,41
3/1/2001,million kilowatthours,Washington,residential,3237
3/1/2001,million kilowatthours,Washington,commercial,2010
3/1/2001,million kilowatthours,Washington,industrial,1800
3/1/2001,million kilowatthours,Washington,transportation,NA
3/1/2001,million kilowatthours,Washington,other,308
3/1/2001,million kilowatthours,Alaska,residential,161
3/1/2001,million kilowatthours,Alaska,commercial,186
3/1/2001,million kilowatthours,Alaska,industrial,80
3/1/2001,million kilowatthours,Alaska,transportation,NA
3/1/2001,million kilowatthours,Alaska,other,16
3/1/2001,million kilowatthours,Hawaii,residential,230
3/1/2001,million kilowatthours,Hawaii,commercial,252
3/1/2001,million kilowatthours,Hawaii,industrial,312
3/1/2001,million kilowatthours,Hawaii,transportation,NA
3/1/2001,million kilowatthours,Hawaii,other,6
4/1/2001,million kilowatthours,Connecticut,residential,872
4/1/2001,million kilowatthours,Connecticut,commercial,924
4/1/2001,million kilowatthours,Connecticut,industrial,398
4/1/2001,million kilowatthours,Connecticut,transportation,NA
4/1/2001,million kilowatthours,Connecticut,other,43
4/1/2001,million kilowatthours,Maine,residential,321
4/1/2001,million kilowatthours,Maine,commercial,338
4/1/2001,million kilowatthours,Maine,industrial,333
4/1/2001,million kilowatthours,Maine,transportation,NA
4/1/2001,million kilowatthours,Maine,other,3
4/1/2001,million kilowatthours,Massachusetts,residential,1341
4/1/2001,million kilowatthours,Massachusetts,commercial,1821
4/1/2001,million kilowatthours,Massachusetts,industrial,723
4/1/2001,million kilowatthours,Massachusetts,transportation,NA
4/1/2001,million kilowatthours,Massachusetts,other,47
4/1/2001,million kilowatthours,New Hampshire,residential,280
4/1/2001,million kilowatthours,New Hampshire,commercial,299
4/1/2001,million kilowatthours,New Hampshire,industrial,203
4/1/2001,million kilowatthours,New Hampshire,transportation,NA
4/1/2001,million kilowatthours,New Hampshire,other,11
4/1/2001,million kilowatthours,Rhode Island,residential,198
4/1/2001,million kilowatthours,Rhode Island,commercial,222
4/1/2001,million kilowatthours,Rhode Island,industrial,100
4/1/2001,million kilowatthours,Rhode Island,transportation,NA
4/1/2001,million kilowatthours,Rhode Island,other,4
4/1/2001,million kilowatthours,Vermont,residential,153
4/1/2001,million kilowatthours,Vermont,commercial,145
4/1/2001,million kilowatthours,Vermont,industrial,126
